edad,nombre,nacionalidad
43,daniel martín  ,  argentino   
27,Felipe Fernández ,  argentino   
44,"sánchez,  mateo ",brazil
49,"mango,    agustin ", argentina
63,Jorge Mango ,Chileno
57,"lópez, benjamin   ", chilena
61,"garcía, felipe ",uy
56,"ingeniero rodríguez, sebastian ",  uruguayo
29, Luis Silva   ,  brasilero
35,"   Mactas, Alexis      ",uy
21,"   sánchez,   felipe   ",  chi   
46,"ORONDO,  LUCAS ",  argentino   
44,   CAMILO FLORES   ,--
29,gabriel viey ,  br   
31,"Ingeniero Matas,    Rodrigo     ",--
29,Lic    Luis  Fabricci   ,  br   
18,  gaspar rodríguez ,  brasilero
58,"pérez, santiago ", chileno
63,Leandro   Fabricci ,  chi   
58,"Rodríguez,  Emilio ",ch
57,"PROF.    MENDOZA, JULIO     ",argentino
20,"  rodríguez, sebastian  ", uruguay
58," MARTÍNEZ, SEBASTIAN ", uruguay
30,BENJAMIN RAMIREZ , uruguay
35,Cristobal Licastro , otros
63,"matas, julian ",brazil
21,Thomas   Fabricci      ,  arg
50,"GONZÁLEZ, SEBASTIAN  ",  brasilero
50,"GÓMEZ,   ERNESTO  ",  chileno
19,"garcía,   julian    ",  Otros 
58,rodrigo contreras      ,Uruguay
51,andrés díaz  ,  br   
37,"lic. fertuchelli, jose ",  --
30,carlos montoya ,argentino
41,"   licenciado rodríguez,    santiago   ",ch
64,"sánchez, mateo  ", otros
24,"   González,  Abel  ",ch
60,joaquin marchet    ,  uruguayo
23,"   Pérez, Carlos ",  brasilero
24,"mango,   alexis  ",  br   
51,matias gómez  ,  arg
20, Amaro  Orondo  , otros
44,  amaro martínez   ,  uruguayo
29," Fernández,  Ignacio ",  --
24,"cardona,  luis   ",  arg
18,"ramirez,    juan   ",argentino
51,"señor rojas,    cristian    ", argentina
37," Ing    Rodríguez, Jorge   ",ar
54,"ing.  gonzález, cristobal  ", chilena
22,"GUTIERREZ,   ERNESTO   ", chileno
61,"  Orondo, Benjamin ",  Otros 
52, renato   amenabar  ,argentino
43,  agustin sanchez   , chilena
44, Carlos    Silva  ,brasil
18,"   HERNÁNDEZ, JULIAN ",argentino
55,bastian gonzález ,  chi   
46,  Cristobal  Pérez      ,  arg
57,"Dr. perez, vicente ", otros
28,  ignacio antonello    , chileno
26,"martínez, rodrigo ", Brasil
25,julian  cardona    ,--
19,"González, Juan    ",brazil
55,JAVIER   VIEY ,  --
32,"  ing alzate, emilio  ",  --
39," martínez, renato    ", chileno
47,jonás   alzate    ,brazil
33,"  matas,  martin      ",  --
33,julián martínez , uruguay
18, ignacio  martínez      ,uy
31,francisco  pérez ,--
55,"marchet,    diego ", chileno
32,"ING.  GONZÁLEZ, FEDERICO    ",  chi   
37, sebastian pérez  , Brasil
33, agustin   lópez   ,argentino
35,"Fertuchelli, Tomas ",  arg
40,"González, Amaro  ", chilena
35,"   sanchez,    gabriel ",argentino
42,  Fidel   López    ,uy
45, agustin fertuchelli , chileno
51,   CARLOS    ORONDO  , Brasil
32,"flores, santiago     ",ch
34,LEANDRO RIVADAVIA ,  br   
64,"pérez, juan  ", Uruguayo
54," PÉREZ, CAMILO   ",  chi   
45,"mendoza, cristobal       ",otros
35,francisco londoño   , chileno
23,Fernando Hernández  ,  brasilero
46,  Luciano Rodríguez , uruguay
31,"martínez,  javier   ",  chi   
57,Camilo Guevara ,  uruguayo
48,ignacio viey   , otros
35,luis mendoza ,  chi   
53,"  gutierrez,   gustavo    ",otros
24,"prof. licastro,   leandro    ", Brasil
45,"  Sanchez,    Santiago ",  chileno
43," Dr.   castro,   rodrigo ",uy
62,"  Martín, Vicente     ",Chileno
46,"Mendoza, Diego ",Uruguay
63,"SEÑOR  DÍAZ,    JUAN   ",brazil
53,  RODOLFO AGUIRRE      ,  argentino   
48,Lic.  fidel   rodríguez    , uruguay
40,"   Antonello, Jorge ",  arg
22,"pérez,   julián   ",ar
41," Lupo,  Esteban  ",--
58,"  señor alzate,   javier    ",ar
29,matias martín ,--
24,"Dr.    Gonzalez,    Alexis    ",argentino
44,damian gonzález   ,Chileno
64,DIEGO AGUIRRE      ,  argentino   
55,emilio sánchez       ,argentino
65,"Dr.  Martínez, Julián      ", chileno
31,"ALZATE, CARLOS ",--
41,   Alexander    Rodríguez ,argentino
44,Nicolas López   ,  uruguayo
31,"González,    Néstor ", argentno
24,"PÉREZ, JAVIER ", Brasil
23,renato orondo ,argentino
29,"MANGO, JORGE    ",brazil
25,"GONZÁLEZ,    MATIAS      ",  uy   
54,LIC.  ERIC DÍAZ    ,--
25,"CASTAÑEDA, FEDERICO   ",brazil
46,franco martínez   ,brazil
25,Luciano Fernández  ,  uruguayo
48," lic. castro, joaquin ",  argentino   
41, GUSTAVO    FANON ,ch
37,Dr. juan gonzález ,  --
37, Sebastian Gómez  ,  argentino   
40,   Lic.   javier   guevara   ,  Otros 
36,"martínez, fernando ",  chi   
28, Pablo Hernández  ,  argentino   
33,"  rodríguez,   amaro ",  br   
35,  daniel castro   ,otros
24,   LIC. JUAN RODRÍGUEZ ,Chileno
32,"FERNÁNDEZ, MARTÍN ", Brasil
22,"sepúlveda,  jorge ",ch
53,   GUSTAVO SÁNCHEZ , Brasil
39,"   Martín,    Angel ", argentno
23,JUAN MARTÍN      ,brazil
32,emilio   matas ,ch
63," García, Bruno    ",ar
65,Gaspar Castro    ,  arg
55,"rodríguez, mateo    ",  br   
54,"   cardona, franco  ", chilena
60,   carlos fabricci ,Uruguay
45,"rodríguez,    martin    ",otros
19,"Lupo, Jorge   ",ar
63,"viey,  martin    ", Brasil
51, gustavo gonzález , otros
49,"Pérez, Jonás       ", brasileño
42,"Ing.   Fernández,  Martin    ",  chileno
46,"  pérez, maximo     ", otros
27,lic.  ignacio cardona     ,brasil
63," fernández, lucas  ",  uruguayo
53,"nicastro,    maximo ", Brasil
55,"   soto,   agustin     ", brasileño
56," GONZÁLEZ, ERNESTO    ",  Otros 
41,Luciano Castañeda    , argentina
20,"soto, fernando   ",  Otros 
31,"antonello, francisco   ",  argentino   
65,"Dr. Aristizabal, Martín  ", brasileño
25,"Aristizabal, Rodrigo ",Chileno
29,"castañeda,  sebastian    ", otros
27,"SÁNCHEZ,  MARTÍN ",  chileno
37,"  Mendoza, Ignacio   ", uruguay
50,  Agustin  Martín   ,  br   
21, Emilio Pérez     ,  arg
46,"   licastro, renato   ", Uruguayo
19,"Fabricci, Federico    ",  argentino   
46, licenciado sebastian garcía   , brasileño
24,"FANON, DAVID ", Brasil
42,tomas  muñoz   ,brazil
31,Matias Amenabar    ,uy
25,"lópez,  alonso  ", otros
19,Lic   Rodrigo Gómez    ,  uruguayo
38,"casullo,   benjamin ",  brasilero
46,Thomas Castañeda , Brasil
25,"   Rivadavia, Angel ",  Otros 
39,prof. luciano    casullo , uruguay
43,"guevara, ernesto ",  br   
55,"Martín, Santiago   ", Uruguayo
59,   sebastian    fertuchelli     ,  br   
53,bastian licastro      , uruguay
29,matias rojas    , brasileño
28,"rodríguez,   juan    ",  chileno
28,"cardona,    gustavo  ",  --
65,fidel garcía   ,  uy   
25,"Guevara,    David   ", argentno
50,"sánchez, martin  ", argentina
60,amaro viey  , argentina
46,"   MARTÍNEZ,    LUCAS   ",  uruguayo
61,ingeniero eric   matas      ,  --
59,matias   viey    ,  arg
23,"aristizabal, matias ",  br   
28,ING.  CRISTOBAL RODRÍGUEZ ,  chileno
42,  Bruno    Antonello ,  arg
50,"  flores, felipe ",otros
25,juan    fabricci   ,  chi   
49,"Gómez, Cristobal ", otros
37, vicente gonzález   ,ar
50, Sebastian Rivadavia    ,  br   
31,"Lic.   Londoño,    Emilio ",  chileno
24, Carlos Ramirez ,  chi   
20,"Mactas, Federico ",brasil
48,carlos fanon  , otros
54,"Licastro,  Franco    ",  br   
35,"garcía, jonás ", Brasil
51,"rodríguez,  david     ",  arg
39,"AGUIRRE, AMARO ",  brasilero
27," sánchez, diego    ", Uruguayo
40,Ingeniero Abel  Sánchez ,  chileno
34,"García, Rodrigo   ", chilena
57,"ALZATE, DAVID  ",  argentino   
36,abel   londoño  ,brazil
47,"doctor fanon, gabriel       ",  argentino   
48,  Lucas Fabricci    , Brasil
18,"MANGO, THOMAS    ", argentina
37,Lic.   Jorge    López     ,  arg
43,  Camilo Rodríguez , Uruguayo
20,   Martín Viey , chileno
40,sebastian martínez ,Uruguay
60,"Martínez,  Daniel ",Chileno
37, Alexander   Centenera    ,  chileno
53,"lic. rivadavia, julián ",  arg
51,  Maximo  Lupo   , chilena
26,licenciado damian    casullo  , chilena
62," rodríguez, abel    ",  arg
62,"   guevara, gustavo ",  --
39,"MARTÍNEZ, VICTOR ", uruguay
28,"matas,   maximiliano    ", Brasil
65,"Lic. silva,    maximo  ",uy
42,rodrigo gonzález    ,brasil
28,"  garcía, bastian    ",  br   
62,"lic viey,    santiago  ",ch
32,   Agustin Londoño ,ch
31,   mateo    londoño     ,Chileno
63,"pérez, eric  ",Uruguay
41,"  PÉREZ, CARLOS ",otros
48,Luciano    Matas    , argentina
20,  martín martínez    ,  Otros 
56,"   Ramirez,   Juan   ",  --
65,"López,  Cristian ", otros
22,"riglos, jonás    ",brasil
37,"lic.  marchet,  cristobal    ",  uruguayo
56,"rodríguez,    nicolas    ", chilena
25,LICENCIADO  ALEXANDER LUPO   ,  Otros 
39,thomas  pérez ,  arg
19,   JOSE  FANON  , argentina
27,camilo martínez   ,  uy   
29,"  Gonzalez,  Carlos ",  br   
40,Licenciado Pablo    Rojas   ,--
65,"  orondo, renato ",  chileno
25,ing. alexis rivadavia     ,  --
37,  MATIAS FERNÁNDEZ    , otros
27,   sebastian lópez   ,  chileno
21,"   rojas, andrés ",otros
55,  ING.    MAXIMO MARCHET     ,brazil
21,"  Lupo, Jonás   ",  arg
47,   Luciano   Licastro , brasileño
18, gaspar lópez    ,  uruguayo
34,  SEÑOR BASTIAN MACTAS   ,brazil
24,"Castañeda,  Jorge   ",  arg
30,  bruno   martínez ,argentino
61,"   SR. PÉREZ,    VICTOR    ",  argentino   
65,"  Gómez, Maximiliano   ", chileno
56,"   gómez, andrés ", argentina
64," castro, sebastian      ",  chileno
58,Fernando Aristizabal    ,--
52,  doctor alexis   rodríguez   ,ch
47,"Señor Sepúlveda,    Gustavo ",  chi   
44,"  antonello, matias    ",otros
31,   luciano fanon     , Brasil
63,"   soto, martín     ",uy
36,eric   fertuchelli  ,  --
64,"  amenabar,  renato ", chilena
47,bruno muñoz , argentina
48,"gómez, gaspar  ", Uruguayo
39,"GUTIERREZ, DIEGO ", chileno
24,matias    martín   ,Chileno
50,"viey, jorge   ", uruguay
35,"gonzález, julián ", otros
23,"CASTRO, MATIAS   ",ar
32,"perez,   renato  ",ch
35, Alonso López ,Chileno
56,Sebastian López ,  brasilero
31, matias    contreras  , Uruguayo
39,  Alexander   Aristizabal ,  chileno
54,DR.   PABLO RIVADAVIA     ,uy
60,prof. gustavo    garcía    ,  --
18,sebastian alzate ,  chi   
60,"Sanchez, Pablo  ",  argentino   
61,MATEO    GONZÁLEZ ,brasil
60,renato    gómez , otros
59,  Andrés  Fernández , brasileño
32," gómez,    federico   ", uruguay
49,ESTEBAN FLORES    ,  --
45,"lópez,    matias    ", otros
32,fidel fanon    , argentno
48," García, Santiago ",  chi   
30,RODOLFO CASTAÑEDA  ,  chileno
29, Felipe Gutierrez ,Uruguay
30,jorge fernández       ,  uruguayo
56, Julian  López , Brasil
62,emilio marchet ,Uruguay
60, esteban  castro ,brazil
58,maximiliano    aguirre ,brazil
24,"garcía,    alexis ",Chileno
23,fernando sepúlveda  , uruguay
29,  bruno sánchez , uruguay
31,"Sacado, Carlos       ",  --
23,"  LIC. GÓMEZ,    MARTIN ", otros
64,Lic. Luis Martínez  ,ch
32,"castro, fernando ",  Otros 
29,   LUCAS    CASTAÑEDA  ,ar
26,Jose Sacado , Uruguayo
40,   Juan Martínez    ,ar
46,"lic alzate, alonso ",  br   
44,"marchet,   luciano     ",brasil
21," LUPO, FRANCO ",argentino
54,"PÉREZ,  TOMAS    ",brasil
50,"rivadavia, amaro    ",ch
27,"sepúlveda, rodrigo  ", chileno
46,  LICENCIADO RODOLFO MARTÍNEZ    ,  Otros 
53,Lic Francisco   Mango , argentina
19,Diego Matas   ,Chileno
36, THOMAS NICASTRO      ,Chileno
61,"  díaz, santiago    ", uruguay
45,"López, Angel   ",  argentino   
36, Carlos Cardona    ,otros
27,"   Licastro, Mateo   ", argentina
24, LIC    DAVID   RODRÍGUEZ      ,  Otros 
24,"   fabricci,    juan    ",  brasilero
32," gonzalez,  julio ", Uruguayo
37, SANTIAGO PÉREZ  ,ar
43,"pérez,   ernesto ", brasileño
56, ingeniero gaspar martínez   ,  uruguayo
47,"lópez,   abel  ",--
23," Rivadavia, Andrés  ",brazil
59,"   López,    Santiago ",brasil
26,DIEGO LÓPEZ  ,uy
42,"lópez, julián ",otros
36,"licenciado    castañeda,    pablo  ",uy
35,"Ingeniero  González, Juan ", Uruguayo
37,Mateo    Hernández ,--
44, AMARO  RIGLOS  , brasileño
18, Ing.   Andrés  González    , chilena
39,  LUCIANO GÓMEZ , brasileño
22,Rodolfo Marchet ,Uruguay
31, agustin garcía    ,  br   
20,"castañeda,   renato    ",ar
43,Rodrigo Rodríguez    , brasileño
26,Amaro Martínez , argentno
36, martin castañeda   ,--
63," Ing.   González, Abel ",  argentino   
18, Abel López      ,  brasilero
26,  TOMAS RODRÍGUEZ  ,  --
29,"lic. díaz,   camilo ", otros
57,   ing. eric    sanchez     , brasileño
65,"Sánchez,  Thomas   ",  arg
52,"ing. rivadavia,  jose    ", otros
28," Martínez, Emilio ",  chileno
38,  Martín Orondo , chileno
50,"Martínez, Ignacio  ", Brasil
58,  Renato  Aguirre , chilena
42, MARTÍN GÓMEZ  , argentina
61,   juan martínez , chileno
24,  FELIPE VIEY    ,ch
50,   Eric Contreras , Uruguayo
59, Victor    Aguirre    , Uruguayo
48,"ing flores,  sebastian   ",  chi   
31,Thomas Aristizabal ,  brasilero
60, david gutierrez ,  brasilero
24,"fernández, damian       ",  brasilero
32,   ernesto rodríguez  , Brasil
18,benjamin gonzález  ,  argentino   
64,matias rodríguez ,argentino
27,carlos    castro ,ch
45,licenciado tomas riglos , otros
58,"lic   guevara, esteban ", uruguay
58,Gabriel Martínez , argentina
26," Díaz, Nicolas ",  chi   
56,"perez, ignacio    ", uruguay
31,CRISTIAN  MATAS  ,  --
50,   prof. julio  garcía   , chilena
60,ING.    LUCAS   SILVA       ,brasil
42,"  ramirez, juan  ",ch
27,   ingeniero joaquin   sánchez ,uy
42,Sebastian Guevara , otros
43,"   Lic   Cardona, Felipe  ", brasileño
23,"castro, matias      ",ar
38,"  Martínez, Vicente ",ar
36,Maximiliano Antonello    ,  chi   
52, rodolfo gonzález   , argentno
55,rodolfo nicastro     ,otros
36,  Jose López ,brasil
54,"pérez, carlos ",  Otros 
61,"licastro, fernando  ",  br   
44,"  Perez,    Luciano ", argentno
25," licenciado fernández, jonás ",  brasilero
53,"rodríguez, juan    ", Uruguayo
49,Alexis Sánchez    ,Chileno
37,prof.   ernesto  gómez , argentina
43,pablo lópez ,ch
31,   Licenciado Daniel Orondo   ,  Otros 
26,Licenciado Federico Londoño     ,  arg
40,   Agustin   Martínez   ,  chileno
62,"lópez,    felipe ",Uruguay
53,"  López,   Javier      ",  chileno
43,julian contreras , chileno
31,bastian alzate   ,otros
42,"   orondo, eric      ",  arg
51,carlos rodríguez   ,  arg
61,federico  aristizabal ,argentino
58,"guevara, vicente    ", Brasil
19,   damian martínez  ,  arg
35,"Sr.   Rojas, Emilio   ", argentina
25,"Lic.  Sanchez, Rodolfo ",  argentino   
64,jorge sánchez  ,--
31,   rodolfo   mactas  ,  chi   
23,"Sánchez,   Jorge ",  Otros 
33,jonás  alzate    ,ar
63,"Gómez, Alexis  ",ch
25, Lucas  Sanchez    ,  brasilero
55,  pablo gonzález   ,uy
28,rodrigo alzate  ,argentino
65,"CASTRO, EMILIO   ",Uruguay
34,"   Doctor Rodríguez, Maximo   ", argentina
38,"  garcía,   bruno   ",  uy   
56,  TOMAS  AMENABAR ,Chileno
27,Alexander Castro ,Chileno
38,Carlos  López   ,Chileno
38,   Thomas Castañeda ,  --
65,"fertuchelli, thomas ",ch
47,"rivadavia,   vicente  ",  chi   
31,"CASTRO, FIDEL   ", brasileño
31,  nicolas  fanon , argentno
19, juan martínez   ,Chileno
31,Julio  Rodríguez      ,uy
30,gabriel fertuchelli    ,Uruguay
55,"   martínez,    abel ",uy
18,"González, Victor ",Uruguay
58,Damian Rodríguez , argentno
23,Matias Rojas    ,  br   
20,"  contreras,    carlos ",otros
43,juan nicastro    , Brasil
29, Santiago  Pérez ,  br   
25, sebastian    flores    ,  chi   
27,gustavo  pérez ,Uruguay
56,  sebastian montoya ,ch
56,"Muñoz,   Gustavo ", Uruguayo
54,ANDRÉS FERNÁNDEZ  ,  Otros 
33,JORGE CONTRERAS   ,brazil
22,Julián    Flores   ,brasil
27," Gómez, Jorge    ", chilena
45,   Ing. Julian Sepúlveda   ,  br   
26,Eric   Alzate ,  uruguayo
37,   GASPAR  GÓMEZ   ,brazil
60," Sánchez,    Gustavo   ",ar
43, Matias Fanon  ,argentino
39,"Ing Rodríguez, Daniel ", chilena
39,"lic  amenabar,  martin    ", uruguay
32, Jose Gutierrez   ,  argentino   
27," cardona, juan  ",  argentino   
37,"PEREZ, FRANCO    ",  uy   
31,Rodolfo González    ,brasil
54,diego sepúlveda  ,uy
40,  Julio Fernández     ,argentino
34,Diego Mactas     , chileno
61,   JULIO GONZÁLEZ   ,otros
29,eric martínez  ,--
58,"lópez, sebastian ", Uruguayo
61,Dr.  camilo   mactas , Uruguayo
43,lic camilo   fernández ,Uruguay
62,Julio Hernández    ,uy
24,"lic.   gonzález,   andrés  ",ch
44,"contreras,  camilo    ", brasileño
45,ignacio matas   , uruguay
42,"fabricci,    joaquin ", uruguay
31,  Matias Sánchez    , Brasil
27,   matias fertuchelli ,ar
25,julian  alsina  ,Chileno
43,Leandro Soto , argentina
43, ERIC LÓPEZ ,brasil
21,RODRIGO  GUEVARA    , Uruguayo
47,"sánchez,   abel  ",  chileno
45,"licastro,  luciano ", otros
58,Pablo    Gómez , chileno
42," PEREZ,  LUIS ",ch
64,"   sánchez, renato   ",  Otros 
22,"ing. lupo, daniel    ", argentina
36,"FERTUCHELLI, ERIC   ",  brasilero
42,   esteban alsina    , Uruguayo
39,ALEXIS   LUPO ,Uruguay
46,"Señor    Rojas, Lucas   ",  chi   
44,"señor  sánchez,  martin ", Brasil
26,"Lic.   Aguirre, Julio   ",Uruguay
20,IGNACIO    RODRÍGUEZ     ,  brasilero
60,"lópez,   carlos    ",  --
30,"sepúlveda,  emilio  ", otros
59,luciano pérez ,  uy   
26,maximo gonzález    ,  --
36,  matias martínez  , argentina
49,"sepúlveda,  federico ",uy
51,"  sr.    perez, jorge ", argentina
34,   santiago casullo   ,Chileno
19, INGENIERO NICOLAS NICASTRO , argentno
24,Doctor Alexander Licastro  ,Uruguay
21,"ingeniero rojas,   jorge      ",  brasilero
26,"Silva, Maximo    ",  chileno
48,"garcía, matias ",  arg
43, sr.   abel  matas  ,argentino
39,BASTIAN PÉREZ    ,  --
42,"ING FLORES, MARTIN   ", uruguay
51," Ramirez, Néstor ", Brasil
39,"castro,  lucas ",uy
31,"   lópez, luciano    ", chilena
62,"ING.   ALZATE, LUCAS ",brasil
30,"DR.    ROJAS,  MAXIMO ",  uy   
38,matias sepúlveda   ,ch
54,TOMAS HERNÁNDEZ    , chilena
37,Renato Martín ,  br   
48,"  González, Luis  ",  --
19,LIC. ABEL FABRICCI ,Chileno
63,"García, Francisco ",Chileno
35,daniel lópez    ,Chileno
61,"   ing. rodríguez,    victor   ",otros
25,doctor bastian cardona ,  chi   
19,"gutierrez,    ernesto    ", uruguay
46,"licastro,   maximiliano ",  chileno
54,"Ingeniero Sacado,   Damian  ",brasil
28,rodolfo    pérez , otros
50,thomas  martínez ,brasil
62, Maximiliano    Gómez , otros
26," muñoz,    vicente ",  brasilero
49,   Sebastian González , chilena
38,   ignacio   martínez    ,  --
65," gutierrez,    nicolas    ",  --
64,jorge  fertuchelli    , argentina
32,"silva, tomas   ",  uy   
33,Francisco  Castañeda    ,  brasilero
20,"gómez,  julio ", Brasil
64,"  castañeda, angel      ",  Otros 
34,"castañeda, matias    ",  br   
46,"Lic. Martín, Bruno     ",  uruguayo
47,"Fanon, Daniel    ",  br   
52,Juan   Centenera ,Chileno
52,"   lic. casullo, pablo ",  uy   
62,"flores, gustavo ",  arg
33,"rodríguez, jorge ", chilena
23,"Orondo, Amaro   ", brasileño
37,jose garcía ,  chi   
57,"   Lic Soto, Pablo  ", Brasil
43," lópez, juan   ",ar
28,"matas, benjamin ",  uruguayo
55,"   Lupo,   Ernesto ", uruguay
30,"  sanchez,   jonás ", uruguay
20,"pérez,    fidel ",  brasilero
31,martín garcía ,ch
39,matias sánchez ,brasil
57,"martínez, jorge ",  Otros 
19,Prof. Angel Contreras       ,brasil
30,"FABRICCI, VICENTE    ",ch
34,"sánchez, mateo ",  chileno
58,señor sebastian   fabricci   ,  uy   
25," garcía, nicolas ",  Otros 
40," Doctor García, Andrés ", argentina
20,felipe lópez   , otros
45,lucas  alzate , argentno
40,"   Martínez, Carlos  ", Uruguayo
35,  Eric Licastro   , chileno
62,AMARO   GARCÍA  , chileno
53," pérez, javier   ", chilena
58,ing   damian gonzález ,uy
24,  emilio    martínez    ,argentino
51,Franco  López   ,brasil
33,"doctor garcía,  martín   ", brasileño
23,   eric lópez ,  br   
44,  Tomas  Mendoza ,  chileno
30,   julián    casullo , Uruguayo
28,bastian    rojas      ,argentino
55,diego riglos , chileno
47,"   GARCÍA,    ERNESTO ", chileno
60,Daniel  Rodríguez ,Chileno
40,   Bruno Fernández      ,argentino
58,Lucas Silva    ,Uruguay
50,"Muñoz, Luis ",uy
64,"   Viey, Pablo ",Chileno
24,"Rodríguez, Rodrigo ",ar
20, DIEGO    MATAS  , chilena
18, rodrigo    rodríguez  ,  --
42,"   fanon,   fidel   ",ch
40, nicolas aristizabal   ,otros
34,"pérez,   martín ",  uy   
48,Julián Silva ,brasil
33,LICENCIADO  DANIEL GONZÁLEZ    , argentno
22, Julian    Fertuchelli ,  --
20," lic. castro, javier ", chilena
46,"Rodríguez,   Eric ",otros
41,"amenabar,   julian  ", Brasil
30,Sebastian Fanon  , argentina
20,Bruno Casullo      ,  Otros 
24,"  García, Fidel    ",uy
